Q100	Boston
Q303941	Scurelle
Q303957	Josh Hartnett
Q3039816	Trpejca
Q3040	Hudson Bay
Q3040270	Krippendorf's Tribe
Q3040287	Stefan Meyer
Q304030	Eat Pray Love
Q3040419	Blood on the Sun
Q304065	Lee County
Q3040932	The Scarlet Coat
Q3040979	Duffy's Tavern
Q3041083	The Prowler
Q3041112	Not So Dumb
Q304120	Segonzano
Q3041294	RatPac-Dune Entertainment
Q3041722	Wilbert Hiller
Q3041884	Dwight Foster
Q3042	Offenbach am Main
Q3042264	Dámaso García
Q304289	Miami County
Q304290	Rugrats
Q304338	2001–02 Fußball-Bundesliga
Q304349	Keyon Dooling
Q3043628	Juha Widing
Q304366	The Great Race
Q304382	Sfruz
Q304411	Melchior d'Hondecoeter
Q3044485	Moez Ben Cherifia
Q3044563	Force of Arms
Q3044757	Alexander Godynyuk
Q304486	Addy Engels
Q304488	The Grifters
Q3045125	Guest Wife
Q3045391	Ezker Batua – Berdeak
Q3045419	2009 Galician Parliment election
Q3045427	George Cheung
Q304565	Ruben Douglas
Q3045703	Paul Cavanagh
Q3045762	Primetime Emmy Award for Outstanding Writing for a Comedy Series
Q3045844	Stuart Cornfeld
Q3046	Pforzheim
Q3046262	Warner Anderson
Q3046369	Earl Baldwin
Q3046393	That's Entertainment!
Q3046419	Earle Hodgins
Q304671	Washington County
Q304687	Molot-Prikamye Perm
Q3047084	Pork Chop Hill
Q3047154	Ed Book
Q3047211	Ed Ward
Q3047248	Eddie Collins
Q3047252	Eddie Carpenter
Q3047268	Eddie Gribbon
Q3047429	Edgar Barrier
Q3047594	Jarred Tinordi
Q3047621	Nick Bjugstad
Q3047626	Edith Evanson
Q3047694	Socialist Party of Galicia
Q304789	A Woman's Face
Q3048083	Edmund Breese
Q3048088	Edmund Cobb
Q3048096	Edmund Grainger
Q304828	Macdonald Carey
Q3048374	Eduardo Sepúlveda
Q3048431	Edward Andrews
Q3048762	Edwin August
Q304878	National Science Foundation
Q3049429	Eily Malyon
Q3050	Recklinghausen
Q3050241	James Burrows
Q3050392	Elaine Joyce
Q3050626	Hadeland
Q305073	Dean Chynoweth
Q305086	tennis at the 1996 Summer Olympics – women's doubles
Q3050933	Elias Lindholm
Q3051040	Eliot Lietaer
Q3051136	Elisha Mitchell
Q3051329	Elkhorn River
Q305151	Saratoga
Q305177	Jen-Hsun Huang
Q3052276	Emile Meyer
Q3052298	Emiliano Mondonico
Q305285	FC SKA Rostov-on-Don
Q3053163	Emory Parnell
Q30536169	Julie Van de Velde
Q305387	Kathryn Janeway
Q30538929	Ryan Poehling
Q305456	EuroBasket 1939
Q30548	Hrazdan River
Q305510	Nenad Krstić
Q3055414	Eusebio Unzué
Q3056229	Eric Cairns
Q3056417	Eric Tangradi
Q30565	Melfi
Q3056750	White Mischief
Q3056912	Ernest Cossart
Q305698	Soraga di Fassa
Q3057212	Ernest Whitman
Q3057498	Erskine Sanford
Q3057512	Erville Alderson
Q305780	Sover
Q3057860	Escape Me Never
Q3058429	The Lady Has Plans
Q30588278	U.S. Route 34 in Iowa
Q3058964	Esther Dale
Q3059082	Estudiantes de Bahía Blanca
Q3059130	Little Man, What Now?
Q3059331	Etienne Girardot
Q30594119	2020 Basque regional election
Q305994	Abbasanta
Q30603	Shahjalal International Airport
Q3060537	EuroVelo 6 - Atlantic-Black Sea
Q3060538	EuroVelo 8 - The Mediterranean Route
Q3060738	Europe India Gateway
Q3060753	Carpenter Street
Q30608	2013–14 UEFA Champions League
Q306109	Spiazzo
Q3061288	Out of the Furnace
Q3061320	Evan Goldberg
Q306147	Channel Islands of California
Q3061599	The Counselor
Q306193	Channel Islands National Park
Q306216	Badlands National Park
Q3062300	Mahram Tehran BC
Q3062614	Man-Proof
Q3062632	Primetime Emmy Award for Outstanding Guest Actress in a Drama Series
Q3062892	Gene Raymond
Q3063238	Mathias Tjärnqvist
Q306343	Abbeville County
Q306351	John O'Shea
Q3063577	Fabien Doubey
Q306403	James Franco
Q3064352	Tord Lundström
Q306451	Außernzell
Q30645425	2020 Galician regional election
Q30645592	Yum China
Q30646023	2017–18 FA Cup
Q306590	Austrian Decoration for Science and Art
Q3066226	The Outfit
Q3066743	Return of the Bad Men
Q306710	Abbotsford
Q3067114	Fribourg railway station
Q3067189	Father was a Fullback
Q306731	Spormaggiore
Q30675129	Sharlotte Lucas
Q306764	Abbott Laboratories
Q3067668	Fay Roope
Q306785	Pardon My Sarong
Q306789	Östersund Municipality
Q3067892	Sonar Entertainment
Q3068	Loire-Atlantique
Q3068250	Ramrod
Q3068284	Until They Sail
Q3069	Bottrop
Q30693	Rudolf Clausius
Q3069513	Fernando Morán
Q307	Galileo Galilei
Q3070	San José
Q3070718	Kismet
Q3070966	Red Light
Q3072003	Song of the Islands
Q3072040	Lovelace
Q3072747	Fiorello H. LaGuardia High School
Q3073101	The Perils of Pauline
Q3073109	Five Came Back
Q3073495	National Museum of African American History and Culture
Q3073724	Flight Command
Q3074228	Florian Sénéchal
Q3074308	Jason Robards
Q307463	Abdul-Rahman bin Abdul-Aziz Al Saud
Q3074691	2013 La Flèche Wallonne
Q3074723	Ivanjevci
Q3074763	Radobor
Q3074976	Folies Bergère de Paris
Q3075	Fürth
Q3075041	Utagawa Yoshitora
Q3075170	Podino
Q3075185	Mojno
Q3075267	Crničani
Q3075273	Musinci
Q30755	Auguste Rodin
Q30758	Ana Ivanovic
Q30767	Caroline Wozniacki
Q3076762	For Your Consideration
Q3076808	Forbes Kennedy
Q3076827	Yuge
Q3077308	Forlì F.C.
Q3077698	Forrester Harvey
Q3077738	The Bling Ring
Q3077894	Only the Valiant
Q3078072	Robert Lowery
Q307831	Abdel-Zaher El-Saqua
Q3078618	Lucky Me
Q3078663	Zemgus Girgensons
Q3078910	Mathieu van der Poel
Q3079162	Tonto National Forest
Q3079980	Four Frightened People
Q3080241	Red Klotz
Q3080302	Whitey Kachan
Q3080456	Fran Ryan
Q3080518	Gambling Lady
Q3080662	Jose de Creeft
Q3080821	Frances Gifford
Q3080995	Francesco Manuel Bongiorno
Q3081044	Francesco Paolo Michetti
Q308119	Abdeslam Ouaddou
Q30812	Petra Kvitová
Q308124	Anthony LaPaglia
Q308134	Øksnes
Q30822	tennis at the 2012 Summer Olympics
Q308245	Ørland
Q3082484	Frank Albertson
Q3082553	Frank Conroy
Q3082561	Frank Craven
Q3082593	Frank E. Woods
Q308260	Ørskog
Q3082608	Frank Fenton
Q3082668	Frank Jenks
Q3082708	Frank Mathers
Q3082712	Frank Mayo
Q3082744	Frank O'Connor
Q3082862	Frank Wood
Q3082947	Franklin Pangborn
Q3083	Ain
Q3083008	Veda Ann Borg
Q3083090	Franz Caucig
Q3083711	1997 Galician regional election
Q308420	Østre Toten
Q308424	Abdoulaye Traoré
Q308439	National Park Service
Q3084463	Mogila
Q3084563	Peštani
Q308459	Rod Taylor
Q3084839	Zavoj
Q3085	Reutlingen
Q308607	UEFA Euro 2012 Final
Q3086608	Lorenzo Henrie
Q3086706	999
Q308681	Lord of War
Q308683	Chicago Fire FC
Q3086867	Fred Kelsey
Q3086873	Fred Kohler
Q3087184	Frederick Worlock
Q308722	James Gandolfini
Q3087235	Klepač
Q3087470	The French Line
Q3087523	Valencian Union
Q3088127	Viacom
Q3088656	Mobil
Q308925	Jürgen Kohler
Q3089280	The Toy Wife
Q308929	Training Day
Q3089341	Petrolia
Q308966	San Francisco Giants
Q30898126	2017 cyberattacks on Ukraine
Q308984	Boston Legal
Q308993	NeXT Computer, Inc.
Q309003	Conan the Barbarian
Q309008	Polish Football Association
Q309014	Shooter
Q3090366	Roman Vopat
Q309048	King Kong
Q3090527	Scott Menville
Q3090544	Paul Frees
Q3090698	Thanks a Million
Q309080	STS-135
Q309086	Licence to Kill
Q309095	New England Revolution
Q3091328	Fuzzy Knight
Q309153	Singin' in the Rain
Q309174	Northwest Airlines
Q30918644	EuroBasket Women 2019
Q309214	Norman Jewison
Q309246	The Motorcycle Diaries
Q309248	The Three Musketeers
Q309289	The Man with the Golden Gun
Q3093	Aisne
Q30931	Die Another Day
Q309331	Ohio State University
Q309350	Northwestern University
Q309366	National Treasure
Q30937	Fantasia 2000
Q309395	Radek Štěpánek
Q30939513	Glass
Q3094006	Gabriel Over the White House
Q309456	FC Lausanne-Sport
Q309480	Al Ittihad FC
Q309482	Naum Gabo
Q309483	César Pelli
Q309486	Martin Freeman
Q309493	Will Wright
Q3094945	Gambling Ship
Q309503	Masi Oka
Q3095213	Ganton Scott
Q309532	Éric Maxim Choupo-Moting
Q309545	Judgment at Nuremberg
Q309555	Michael Cera
Q309592	Greg Grunberg
Q309605	Grand Duke Ferdinand III, Grand Duke of Tuscany
Q309618	Giorgio Morandi
Q309621	The Mask of Zorro
Q309640	Beau Bridges
Q3096499	Kenneth Harlan
Q309672	Gerardo Torrado
Q3096857	Laufen railway station
Q3096881	Liestal railway station
Q3096986	Martigny railway station
Q3097	Remscheid
Q30971	French Polynesia
Q309731	Márcio Amoroso
Q30974	Rouen
Q30978	Central Switzerland
Q3097804	John Bennett Perry
Q309781	Ritchie De Laet
Q30978682	2017–18 Cypriot Third Division
Q309826	Marat Izmailov
Q30983	Espace Mittelland
Q309835	Timothy Olyphant
Q3098381	Garikoitz Bravo
Q30985	Hamilton
Q3098535	Gary Croteau
Q3098559	Gary Goetzman
Q3098593	Gary Nylund
Q309861	Jan Hendrik Oort
Q309872	Gary Payton
Q30988	Hagåtña
Q309890	Manucho
Q3098911	Stuyvesant High School
Q3099	Francis van Bossuit
Q309900	Peter Gallagher
Q309911	Peter Sagan
Q309917	Fränk Schleck
Q3099311	Gau Baden-Elsaß
Q309932	Bruce Campbell
Q309938	Ivan Basso
Q3099573	Thomas Schlamme
Q3099586	Gavin Mannion
Q3099595	Gavin Muir
Q309988	Karlsruhe Institute of Technology
Q309989	Tyrone Power
Q31	Belgium
Q310000	Ludvík Svoboda
Q310022	Fernando Navarro
Q310025	Théodore Rousseau
Q31003	Eastern Switzerland
Q3100440	Gene Carr
Q310058	Alan Ball, Jr.
Q310060	Crispin Glover
Q3100955	Lady of Burlesque
Q310103	Morten Olsen
Q310108	Gilbert Arenas
Q3101386	George Alhassan
Q3101412	George Barbier
Q3101419	George Beranger
Q3101466	George Carey
Q3101481	George Chandler
Q3101495	George Cleveland
Q310150	Stewart Granger
Q3101539	George Dolenz
Q3101599	George Givot
Q3101763	George Meeker
Q3101795	George Nichols
Q3101856	Georgios Regas
Q3101947	George Sullivan
Q3101978	George Waggner
Q310206	Fernando Meira
Q310211	Siboniso Gaxa
Q310213	Anton Graff
Q310281	Elton Brand
Q310283	Denis Leary
Q310285	Adam Elsheimer
Q310288	Bjarne Riis
Q310292	Jim Cummings
Q310295	Dick Van Dyke
Q310315	Ving Rhames
Q310318	David Strathairn
Q310324	Timothy Hutton
Q310330	Javi García
Q3103406	Georges Renavent
Q310347	Pavel Sukhoi
Q310389	Robert Englund
Q310394	Alan Alda
Q3104	Koblenz
Q310402	Scott Sinclair
Q310413	Don Ameche
Q310419	Nenad Zimonjić
Q310429	Moisés Arias
Q3104344	Gerry Meehan
Q310450	Steve Davis
Q310482	AG2R Citroën Team
Q310493	Robert Wagner
Q3105	Vosges
Q3105029	Giacomo Alboresi
Q310519	Ulf Kirsten
Q310541	Juan Carlos Navarro
Q310547	Lake Alakol
Q310551	Harold Perrineau
Q310556	Damon Lindelof
Q3105680	Gilbert Delorme
Q3105707	Gilbert Emery
Q310571	Valeri Karpin
Q31058	Burlington
Q3105846	Hill Air Force Base
Q310598	Marcus Tulio Tanaka
Q310607	Atsuto Uchida
Q310608	SC Fortuna Köln
Q310610	Eiji Kawashima
Q310612	Shinji Okazaki
Q3106161	Tennis the Menace
Q310617	Paris, je t'aime
Q310625	Marc Bartra
Q310633	Demetrius of Thessaloniki
Q310635	Rodrigo Palacio
Q3106393	Gilles Marotte
Q310659	TeleSUR
Q310668	Cheick Tioté
Q3106862	Gintaras Einikis
Q3107	Sylt
Q3107021	Giovanni Balducci
Q3107038	Giovanni Battista Benaschi
Q310715	Henri Fantin-Latour
Q310725	2012–13 Fußball-Bundesliga
Q310727	Clemente Rodríguez
Q310730	John Mensah
Q3107357	Battle Cry
Q3107486	Kay Nielsen
Q310781	James Joseph Sylvester
Q310785	Marlon Wayans
Q310798	Stephen Wolfram
Q3108083	Giuseppe Maria Mitelli
Q3108088	Giuseppe Mazzola
Q3108131	Giuseppe Porta
Q310817	Danny
Q31082	Florence Griffith
Q310829	John Marshall
Q3108480	Kitty
Q310852	Schuyler Colfax
Q3108556	Stage Door Canteen
Q3108668	Glen Cavender
Q3108704	Glen Sharpley
Q310903	Neil deGrasse Tyson
Q31091	Glacier County
Q3109119	Vigil in the Night
Q310924	Alan Bean
Q310926	Chevy Chase
Q310928	Steve Cherundolo
Q310937	Peter Dinklage
Q310944	Frank Langella
Q3109453	Tall in the Saddle
Q310960	Brad Bird
Q310966	SeaQuest DSV
Q310968	Alonzo Mourning
Q310990	Lam
Q311	Père Lachaise Cemetery
Q3110	San Salvador
Q3110272	Golgo 13: Assignment Kowloon
Q3110283	Thank Your Lucky Stars
Q3110312	My Friend Irma Goes West
Q3110380	Gustaf Tenggren
Q311046	Aron Winter
Q311054	Danko Lazović
Q311068	Wallace Shawn
Q311084	Paul Adelstein
Q3110853	Gord Murphy
Q311087	Costinha
Q311093	Cary Elwes
Q311103	Jeff Bennett
Q311115	Henri Victor Regnault
Q311124	Lüneburg Heath
Q3111305	Mills Watson
Q311163	Moustapha Salifou
Q311165	Alexander Siddig
Q311171	Paul Ince
Q311173	Eging am See
Q311191	Junichi Inamoto
Q311200	Miguel Ángel Nadal
Q31120521	2017-18 STOK Elite Division
Q311222	Kei Nishikori
Q311227	José Antonio Camacho
Q311232	Tyrese Gibson
Q311253	Harlan Ellison
Q311263	John Hughes
Q311267	Bobby Darin
Q311268	Al-Rayyan S.C.
Q311271	John Lithgow
Q3112993	Grace Hayle
Q3113	Allier
Q3113003	Grace Henderson
Q311314	Sam Elliott
Q311319	Frank Oz
Q311324	Thomas Gravesen
Q311329	Peter Odemwingie
Q311335	Gilberto da Silva Melo
Q311342	Vladimír Šmicer
Q311344	Mustapha Hadji
Q311349	Vasili Berezutski
Q3113543	Grand Canary
Q3113552	Grand Central Murder
Q311368	Nikola Kalinić
Q311374	Alexander Ovechkin
Q311377	Marc Albrighton
Q311393	Rob Rensenbrink
Q3113934	The Lodger
Q3114	Canberra
Q311410	Igor Belanov
Q311424	Leovegildo Lins da Gama Júnior
Q311445	Vavá
Q311453	Brent Spiner
Q3115397	Grant Ledyard
Q3115403	Grant Mitchell
Q3115415	Grant Withers
Q311546	Andrew Bogut
Q311554	Aruna Dindane
Q311578	Nicola Legrottaglie
Q311607	Jack Kirby
Q3116093	Irving Bacon
Q311615	Thomas Haden Church
Q311619	Cristian Brocchi
Q3116193	Greg Adams
Q3116265	Greg Pateryn
Q3116367	Gregory Gaye
Q3116392	Gregory Walcott
Q3116611	Griff Barnett
Q311684	Michael Ignatieff
Q311699	Scott Bakula
Q3117	Bergisch Gladbach
Q311709	Les Ferdinand
Q311737	Samuel Reshevsky
Q311739	Leônidas
Q311754	Jason Alexander
Q3117557	Bird of Paradise
Q311772	Donald Davidson
Q3117749	Jacob de Wit
Q3118	Oryol
Q311804	Ben Foster
Q3118162	Grudge Match
Q311832	Rimas Kurtinaitis
Q311872	Philippe Coutinho
Q311885	Patrick Henry
Q31188935	Dark Phoenix
Q311892	William Petersen
Q311895	Grant Hill
Q311898	Robert Jarni
Q311904	Arapahoe County
Q311910	Marcus Berg
Q311941	Sebastián Coates
Q311968	Nuno Valente
Q311972	Santiago Ezquerro
Q311976	Wayne Knight
Q311987	Rob Paulsen
Q312	Apple Inc.
Q3120	Jura
Q312022	STS-61-A
Q31202708	Top Gun: Maverick
Q312030	STS-116
Q312037	STS-121
Q312039	Curtis Davies
Q312051	Ken Leung
Q312052	STS-9
Q312058	Emilio Colombo
Q3120634	"Guinn ""Big Boy"" Williams"
Q3120654	Lidingö Municipality
Q312073	Warner Baxter
Q3120749	Gulf Railway
Q312077	Lance Henriksen
Q312078	Speed Racer
Q312081	Gary Busey
Q312084	Melvyn Douglas
Q312089	Patrik Andersson
Q312096	Thomas Lawrence
Q312098	José Ferrer
Q3120992	Gus
Q312107	Martin Balsam
Q3121197	Sarah Aldrich
Q31212	The Seventh Victim
Q312124	Tom Hollander
Q312129	Eugene Levy
Q312143	David Platt
Q312148	Andrei Kanchelsky
Q312149	Delta County
Q312153	Aleksei Antonov
Q312157	Raheem Sterling
Q312161	Adam Baldwin
Q312179	Mohamed Al-Deayea
Q31225	Mark Robson
Q312255	Tom Gehrels
Q312273	Thomas Voeckler
Q312283	Denis Menchov
Q312288	George Ellery Hale
Q312290	Sven Nykvist
Q31230	Chechens
Q312305	Francis I of the Two Sicilies
Q312317	Maxi López
Q312322	Vincenzo Nibali
Q312343	Milos Raonic
Q3123472	Martin Johnson Heade
Q312348	Thurgood Marshall
Q3123491	Primetime Emmy Award for Outstanding Writing for a Drama Series
Q312354	Celestine Babayaro
Q31236	Reinhard Bütikofer
Q312374	Aleksandar Luković
Q31238	Miki
Q312392	Lucio Fontana
Q312394	La casa de los espíritus
Q3124683	H. M. Walker
Q312470	Logan County
Q312474	Andriyan Nikolayev
Q312486	Didi
Q312487	Washington County
Q312494	Ümit Davala
Q3125	Hautes-Alpes
Q312508	Arthur Boka
Q312516	Martin Jørgensen
Q312521	Jake T. Austin
Q312529	André Masson
Q312554	Mahesh Bhupathi
Q312556	Jeff Bezos
Q312570	LeVar Burton
Q312586	Lincoln County
Q3125893	Hal Roach Studios
Q3125932	Hale Hamilton
Q312595	Ian Wright
Q3126	Erlangen
Q3126014	Halkapınar Transfer Center
Q3126038	The Hall of Presidents
Q312614	Alessandro Petacchi
Q3126164	Halliwell Hobbes
Q312618	Jan Ceulemans
Q312619	Franky Van der Elst
Q312620	Xavier Malisse
Q312626	Marco Tardelli
Q312632	Jack Vance
Q312635	Robert Adam
Q3126369	Hamby Shore
Q312642	Marián Hossa
Q312648	Jason Terry
Q312651	Rudy Fernández
Q312659	Pierre van Hooijdonk
Q3126769	Hangover Square
Q3126798	Hank Goldup
Q3126801	Hank Mann
Q3126823	Hanna Solovey
Q312687	Mineiro
Q3127	Föhr
Q312702	Jonathan Pryce
Q312705	John Cho
Q3127108	Hap Emms
Q31271168	Cyril Barthe
Q312712	Mark Strong
Q312720	Robert Penn Warren
Q312731	Pueblo County
Q3127383	Hardie Albright
Q312740	Montrose County
Q3127469	Harlan Warde
Q312748	Morgan County
Q3127508	Harmon Jones
Q312751	Charlie Kaufman
Q3127608	Harold Goodwin
Q3127612	Harold Huber
Q3127641	Harold Starr
Q3127778	Harry Antrim
Q3127788	Harry Beresford
Q3127789	Harry Bernard
Q3127832	Harry Hayden
Q3127855	Harry Lauter
Q312786	Robert Mapplethorpe
Q3127914	Harry Shannon
Q3127927	Harry Tenbrook
Q3128047	Harvey Stephens
Q312806	Walter Sydney Adams
Q312833	Gordon Cooper
Q312878	John Carradine
Q3128787	Waterloo Hawks
Q312892	Jérémy Mathieu
Q312895	Raí
Q312901	Josep Borrell
Q312902	Stephen Lang
Q3129054	Hearts Divided
Q312928	Stéphane Mbia
Q31293	Vondie Curtis-Hall
Q31294	Anne V. Coates
Q312940	Roman Sharonov
Q312969	Oleg Antonov
Q312977	Phillip Sharp
Q312995	Bruce Sterling
Q3130	Sydney
Q313023	David McCallum
Q313035	DaMarcus Beasley
Q313039	John Krasinski
Q313040	James Whitmore
Q313043	Richard Jenkins
Q313046	Eddie Albert
Q313048	Bob Kane
Q313055	Alfred Stieglitz
Q313082	Diego Alves
Q313083	Ki Sung-yueng
Q313089	Jack Butland
Q3131	Alpes-de-Haute-Provence
Q313107	Jon Hamm
Q313109	Gerolsteiner
Q313113	Joseph Kosuth
Q313116	Wang Hao
Q3131221	Henri Grange
Q313124	Prajadhipok
Q313137	Stéphane Henchoz
Q313140	Quincy Owusu-Abeyie
Q313142	Bakari Koné
Q313144	Lu Yen-hsun
Q313147	Agustín Delgado
Q313148	Tobias Linderoth
Q313155	Nicolas Nkoulou
Q313161	Claudio Bravo
Q313163	Hans Burgkmair the Elder
Q313168	John G. Thompson
Q313170	Jan Vertonghen
Q313172	Julien Escudé
Q313173	Toon Disney
Q313178	Jaromír Blažek
Q313180	Ruud Krol
Q313185	Fritz Leiber Junior
Q313194	Aelbert Cuyp
Q313198	Red Buttons
Q3131990	Newcastle
Q313204	Kieran Culkin
Q313205	Gheorghe Popescu
Q3132520	Henrik Samuelsson
Q313256	Bob Fosse
Q313266	John DiMaggio
Q313270	Jerome Kern
Q313279	Jackie Coogan
Q3132803	Henry Goes Arizona
Q313306	Lou Ferrigno
Q313307	Jean Beausejour
Q313309	Valentin Ivanov
Q313310	Jacopo Bellini
Q3133102	Matty Alou
Q313316	Romelu Lukaku
Q3133282	Norwegian County Road 63
Q3133369	Her Private Life
Q31334	Francolí River
Q3133431	Herbert Baker
Q3133457	Herbert Heyes
Q3133496	Herbert Prior
Q3133541	Sattam bin Abdul-Aziz Al Saud
Q3133586	Jacob Trouba
Q3133593	Laurene Powell Jobs
Q313362	Alexandre Desplat
Q313371	Erich Wolfgang Korngold
Q313380	Krasimir Balakov
Q313382	Johnny Rep
Q313388	Jonah Hill
Q313389	Serge Ibaka
Q31339140	2017 Tour of Austria
Q313392	James Van Der Beek
Q313399	Vladimir Shatalov
Q313410	European route E55
Q313416	European route E35
Q313433	Héctor Elizondo
Q313438	Stéphane Chapuisat
Q3134483	Hervé Dubuisson
Q313466	Michael Chabon
Q313473	Earl Boykins
Q313479	Manute Bol
Q313480	Gianluca Pagliuca
Q313481	Dikembe Mutombo
Q313486	Baron Davis
Q313492	Meriwether Lewis
Q313498	Benjamin West
Q3134980	Mountain Time Zone
Q313499	Jermaine O'Neal
Q313516	Peter Jacobson
Q313518	Alen Bokšić
Q313522	Rip Torn
Q313528	Pier Luigi Nervi
Q313537	Alan Silvestri
Q3135385	High School
Q313540	John Powell
Q313545	Brian Dennehy
Q313546	William Baldwin
Q313561	Dieric Bouts
Q313566	Alexander Payne
Q3135662	Hillcrest High School
Q3135871	Velestovo
Q3136	Amrum
Q3136002	Velgošti
Q313610	Marcus Allbäck
Q313621	Disney Junior
Q313622	Dejan Bodiroga
Q3136225	Vapila
Q3136230	Kosel, North Macedonia
Q3136324	Loznani
Q3136404	Leskoec
Q3136465	His Wife's Mother
Q313650	Billy Crudup
Q313653	Michael Chiklis
Q313671	Colm Meaney
Q313674	Jack Charlton
Q313705	Jason Schwartzman
Q313725	Matthew Amoah
Q3137375	The Story of Three Loves
Q313741	Andrés D'Alessandro
Q313753	Papa Bouba Diop
Q313764	The Tin Drum
Q313774	Jorge Burruchaga
Q313778	Nigel Short
Q313786	Fran Mérida
Q313789	Robert Picardo
Q313793	Carlos Bernard
Q3138	Trier
Q313815	Sergei Krikalev
Q313826	Joaquim Rodríguez
Q313828	Ivan Meštrović
Q3138351	1993 Galician regional election
Q3138374	1989 Galician regional election
Q3138634	Hitler's Madman
Q313874	The Black Dahlia
Q313884	Just Married
Q313893	McDonald Mariga
Q313899	Edward Steichen
Q3139	Alpes-Maritimes
Q313911	Luuk de Jong
Q313913	Ebbe Sand
Q313918	Anthony Anderson
Q3139214	1981 Galician regional election
Q3139277	Hold 'Em Jail
Q3139409	Hollywood Boulevard
Q313955	Beto
Q313957	Sheikh Muszaphar Shukor
Q3139596	Home, Sweet Home
Q3139660	Homer Brightman
Q313998	The Hudsucker Proxy
Q3140	Hudson River
Q314028	Kevin Gameiro
Q314042	Rhein-Main-Verkehrsverbund
Q3140572	The Far Horizons
Q314071	Luis Scola
Q31409	Jason Antoon
Q314095	Gordon Strachan
Q314099	Jô
Q3141	Melbourne
Q314113	Adrián López Álvarez
Q314124	S-Bahn Mitteldeutschland
Q314133	Anton Yelchin
Q314142	Edward Zwick
Q3141435	Manhunt
Q314147	Wendel Dietterlin
Q3141549	Howard Freeman
Q3141567	Howard Jackson
Q3141584	Howard Petrie
Q314185	George Mikan
Q3142135	Roland Varno
Q3142157	Bluebikes
Q314227	Domagoj Vida
Q31424	Llobregat
Q314251	Lüneburg Government Region
Q314275	Quentin Matsys
Q314290	Harry Dean Stanton
Q3143067	Studio City
Q314320	Alpine Town of the Year
Q314328	Bernard Lama
Q314333	John Paul Jones
Q314342	David O. Russell
Q314350	Antoine Bourdelle
Q314366	Brian McBride
Q314372	Ulm–Friedrichshafen railway
Q314376	Cristian Rodríguez
Q314386	Denis Glushakov
Q314396	West Rhine Railway
Q314405	Martin Keown
Q314415	Chris Webber
Q314421	Jason Biggs
Q314424	Mark Salling
Q314427	Kevin McHale
Q314433	Evgeni Malkin
Q3144566	Héctor Salva
Q314502	Jason Reitman
Q3145064	Heroes for Sale
Q314525	Ludwig Hohlwein
Q314548	Gerard van Honthorst
Q314552	Sude
Q314553	Robert Silverberg
Q314610	Ethan Suplee
Q314623	Harry Gregson-Williams
Q3146311	Hotel for Women
Q314636	Michael Graves
Q314640	Andy Samberg
Q314643	Habib Beye
Q3146447	I-ME-WE
Q314656	European route E28
Q314714	Siyabonga Nomvethe
Q314719	Humberto Suazo
Q314722	Rafik Halliche
Q3147237	Ian Bohen
Q3147239	Ian Boswell
Q3147270	Yan Golubovsky
Q314728	Lee Woon-jae
Q314734	Anthony Annan
Q314736	Bojan Jokić
Q314744	Salvatore Bocchetti
Q314755	Lauren
Q314756	Teddy Lučić
Q314759	Jerko Leko
Q314764	Dražan Jerković
Q314789	Arouna Koné
Q3148	Ardèche
Q314801	Hal Holbrook
Q3148036	Evgeny Namestnikov
Q314805	Elliott Gould
Q314812	John Ritter
Q31482	Ter
Q3148268	Igor Boev
Q314831	Richard Griffiths
Q3148329	Igor Chibirev
Q314834	Robert Vaughn
Q314841	Jackie Earle Haley
Q3148508	Il Futuro
Q314856	Sandro Mazzola
Q3148631	Ildar Arslanov
Q314865	Darius Vassell
Q31487	Kraków
Q3148797	They Won't Believe Me
Q314889	Pieter de Hooch
Q314892	Ciarán Hinds
Q314901	Phil O'Donnell
Q314914	Donald Pleasence
Q314921	Vladimir Kovalyonok
Q314926	John Waters
Q314935	Paul Haggis
Q3150	Jena
Q315026	Silbernes Lorbeerblatt
Q3150490	Indiscreet
Q315051	James Brolin
Q3150693	Inez Courtney
Q315083	Jeremy Piven
Q315087	Garry Marshall
Q315090	Stacy Keach
Q315098	Arakan
Q315099	Peter Sarsgaard
Q315118	Marton Csokas
Q315123	Peter Boyle
Q31519	Charles University
Q315217	John Forsythe
Q315266	Nikolai Pirogov
Q315286	Lucien Laurent
Q315312	Januarius
Q315333	Luis Monti
Q315334	President Roxas
Q315348	Carl Andre
Q315366	James Dwight Dana
Q315401	Otto Greiner
Q315414	Israel Gelfand
Q3154265	Irakly Andronikov
Q3154408	Iris Adrian
Q315506	Ludwig Gies
Q315514	Oleg Deripaska
Q3155483	Isobel Lennart
Q3155864	Geographical region of Italy
Q315587	Sultan bin Abdulaziz
Q315592	Four Christmases
Q3156048	Iva Slišković
Q3156109	Ivan Goff
Q3156136	Ivan Lebedeff
Q3156569	Second Honeymoon
Q315658	University of Wrocław
Q315664	K-PAX
Q315665	Ricardo Osorio
Q3156701	Bedtime Story
Q3156798	J. Edward Bromberg
Q3156832	J. Roy Hunt
Q3156835	J. Walter Ruben
Q315687	Aloguinsan
Q315702	Efraín Juárez
Q315704	Ottmar Walter
Q3157106	Jack A. Marta
Q315711	Stewart Copeland
Q315713	Milram
Q3157150	Jack Conley
Q3157154	Jack Coughlin
Q3157185	Jack Giarraputo
Q3157210	Jack Hill
Q315723	Burl Ives
Q3157232	Jack Kehoe
Q3157236	Jack Kinney
